Feature_1,Feature_2,Label
0.26550931806920625,1.0914816645580103,0.09612986160336484
1.2863027183471138,1.034703461979427,0.0725461715200188
-1.8050663945047452,-1.7963795321255245,0.021156476108422303
0.7834375630176447,-0.06182909041675559,0.11788327340843271
2.6687637579428323,2.264475893368548,0.00293249227478965
-0.013102360299835858,0.5527240417322415,0.14917312790432208
-0.2552955757159828,-1.6833388309636932,0.03543434634769326
-0.522527223154229,-2.106557389474531,0.01656230198687328
1.04796841102138,-0.050326150369014847,0.08517535206493497
1.5588640326933305,1.1137968630425106,0.05061041973862398
0.0642671118799587,0.15376657319216258,0.07755564063902218
0.9446456252735969,2.8255199590579156,0.029372423080081526
2.0716845518041884,-0.187683360791411,0.03862350363293233
2.253238909157602,0.5045902939508693,0.06003924240309802
3.6083404635047187,0.432651607253832,0.0037688738602600137
1.7881053704641192,2.3077497691453233,0.054684198356745754
-0.1403768651439672,-0.4641366401781246,0.03325097852551627
0.7965837809781458,-0.691374887184627,0.03824203968573218
-0.145520940602184,1.6963003589386454,0.05954502820553397
1.1307636831420007,1.5863805810655616,0.13433745583681636
