Feature_1,Feature_2,Label
0.7834375630176447,-0.0618290904167555,0.1178832734084327
2.6687637579428323,2.264475893368548,0.0029324922747896
-0.0131023602998358,0.5527240417322415,0.149173127904322
-0.2552955757159828,-1.6833388309636932,0.0354343463476932
1.04796841102138,-0.0503261503690148,0.0851753520649349
1.5588640326933303,1.1137968630425106,0.0506104197386239
0.9446456252735967,2.825519959057916,0.0293724230800815
2.253238909157602,0.5045902939508693,0.060039242403098
1.7881053704641192,2.3077497691453237,0.0546841983567457
-0.1403768651439672,-0.4641366401781246,0.0332509785255162
0.7965837809781458,-0.691374887184627,0.0382420396857321
-0.145520940602184,1.6963003589386454,0.0595450282055339
1.1307636831420007,1.5863805810655616,0.1343374558368163
